Geneid,2_CK_7U,2_CM_7U,24_CK_4,24_CM_4,40_CK_2,40_CM_2,41_CK_3,41_CM_3,8_CK_7,8_CM_7,BER_CK_1,BER_CK5,BER_CK6,BER_CM_1,BER_CM5,BER_CM6
DHA2_150487,5555,4934,5289,4791,5489,4012,3126,3338,5209,5533,7026,5256,5951,4736,6156,6003
DHA2_150488,1420,1701,1381,1104,1803,1809,1093,1172,1277,1495,1256,935,1078,1322,1340,1230
DHA2_150489,11805,13553,10813,10504,11457,11578,7786,9402,11683,16787,13239,10107,12249,12235,14022,13910
DHA2_15049,8676,9531,7318,7703,8033,9581,6977,8604,7715,10781,11261,8337,9125,9545,10665,10654
DHA2_150490,3959,4215,4004,3844,3763,3056,2213,3021,4059,5520,4143,3666,3792,3921,5007,4458
DHA2_150491,19201,15995,16165,13219,14790,11088,10743,11384,18000,20786,22915,18958,21428,16112,19748,21038
DHA2_150492,7258,3538,5297,3442,2446,1279,3121,1889,6723,2796,8207,6057,6914,4248,4416,5728
DHA2_150493,3939,4058,3649,3065,2782,2023,2571,2387,4547,3891,5682,3883,4841,3680,4358,5006
DHA2_150494,8366,7433,6267,5937,6344,4753,4058,4759,8034,7222,12509,8821,10362,6284,8702,8932
DHA2_150495,16883,14461,11114,9229,11261,10278,10242,8304,14820,13323,19496,15123,19065,13777,15916,18750
DHA2_150496,3586,3493,3362,2560,2988,2396,2331,1977,3447,2850,4683,3506,4398,3001,3795,3820
DHA2_150497,976,1061,800,583,739,584,652,685,945,968,1005,919,818,840,1082,948
DHA2_150498,8494,5505,6791,5485,4819,3314,4386,3409,8828,5928,12697,8815,9827,6254,7404,7924
DHA2_150499,5358,4289,4145,3499,2937,2204,2747,2417,5607,4757,7880,5777,6321,4759,4867,5512
DHA2_150500,422,375,533,362,369,159,477,224,549,259,518,350,468,460,599,511
DHA2_150501,471,404,555,489,652,332,383,297,491,344,698,423,473,501,437,558
DHA2_150502,6946,9399,4375,4057,5771,5847,127797,127492,5145,5691,7878,6323,6080,7422,8660,7248
DHA2_150503,3062,2378,2926,2419,2452,2068,1831,1675,3587,2991,4359,3260,3744,2794,3278,3278
DHA2_150504,3521,2487,2802,2572,2360,1959,2034,1927,3858,3298,5202,3782,4235,2963,3779,4269
DHA2_150505,22501,24873,17736,15746,16708,16571,9984,13988,19983,28330,26198,19632,20806,17258,23477,17777
DHA2_150506,5724,5115,5129,4498,4829,4302,2561,3388,4971,6266,7302,5665,5948,4724,6306,5636
DHA2_150507,4957,8097,5693,6347,7553,7502,4236,8540,5366,12247,7260,5036,6299,8222,8955,8097
DHA2_150508,5915,5901,5112,4575,5335,4817,3300,4551,5305,10306,6001,5235,5714,4277,6064,5855
DHA2_150509,6143,5560,4921,4923,7644,7216,3440,4676,6173,8569,6225,4910,5390,4648,5971,5739
DHA2_150510,1992,3279,1511,1928,3396,5171,1411,3823,3023,7091,2611,2247,1966,4478,4809,3051
DHA2_150513,1797,1539,6488,5148,6890,3981,5179,3835,4410,4155,2629,1832,2170,1750,2195,2151
DHA2_150514,5815,20451,6664,11233,10807,19785,6785,16109,7746,21020,12751,9129,9516,21617,24020,17202
DHA2_150515,269,380,1946,1414,309,390,358,701,234,365,2358,2164,2078,2437,2426,2356
DHA2_150517,177,294,721,739,199,140,132,179,16,16,1023,826,947,817,963,1032
DHA2_150520,2623,3007,579,593,3446,3672,2591,2903,2264,4520,757,541,550,857,830,842
DHA2_150521,732,1172,837,924,1066,856,643,1148,896,1581,1232,952,1029,1588,1704,1595
DHA2_150522,2216,2428,2271,2229,2345,2083,1672,1931,2294,3088,1928,1988,1632,2247,2700,2422
DHA2_150523,8061,6761,6981,5603,5144,3624,5203,4852,7016,7346,8389,7232,7432,5987,7416,8145
DHA2_150524,8672,5067,8695,6965,5180,2847,5864,4355,9905,6030,14510,9884,11126,7216,8167,9555
DHA2_150525,6109,4301,4729,3558,2838,2096,3988,3038,5419,4794,8353,6125,7156,4659,5030,6449
DHA2_150527,9482,10044,11488,11210,10718,9622,7359,10836,10096,12126,9731,8599,8680,9073,11601,10909
DHA2_150528,6594,5603,8549,5963,5094,2661,4849,4748,7017,5483,8764,7129,6929,3913,6392,4613
DHA2_150529,2225,2208,3109,3043,2371,1826,1554,2221,2209,2870,3093,2351,2535,2404,3152,2816
DHA2_150531,69,118,77,86,38,41,30,50,93,117,61,70,59,86,171,107
DHA2_150532,47,79,271,282,39,30,37,41,71,79,37,52,47,39,98,72
DHA2_150533,102,80,52,76,61,55,74,77,29,45,42,33,35,29,63,35
DHA2_150534,103,74,84,66,62,55,68,52,34,72,86,79,57,47,101,89
DHA2_15054,33750,31580,25554,26346,20711,21501,25738,27156,32965,34300,47149,33656,39638,32205,36262,38349
DHA2_150552,7945,8749,8814,8420,6534,5532,6287,7882,10964,13915,12887,9530,9487,6894,9094,7257
DHA2_150553,346,515,353,259,323,386,297,353,289,447,410,272,274,449,496,395
DHA2_150554,972,1010,1162,1021,1191,1007,831,923,1114,1023,1277,926,952,1055,999,1073
DHA2_150555,2796,3464,2283,2292,2649,2932,2157,2718,2255,3555,2931,2213,2801,2924,3225,3263
DHA2_150556,2497,3783,2220,2293,2598,3141,1647,2771,2110,3919,3233,2132,3074,2474,3232,3417
DHA2_150557,1621,891,1184,913,934,596,732,702,1490,882,2018,1430,1711,859,1091,1275
DHA2_150558,14209,11626,14710,15482,15032,10632,11558,11502,13632,12280,19869,14012,14652,12848,15456,13706
DHA2_150559,1471,1711,1306,1381,1420,1490,1019,1541,1236,1962,1443,1195,1451,1277,1670,1569
DHA2_150560,4429,8215,4027,4362,5266,7804,3993,7644,4329,10153,5056,3882,4431,5913,5649,5500
DHA2_150561,2110,3668,1595,2116,2262,4066,1281,3565,1852,5718,2032,1817,1775,2175,2860,2033
DHA2_150562,2127,4548,1605,2600,2693,4635,1282,3866,2359,6123,2093,1910,1736,2244,3207,2289
DHA2_150563,2877,4257,2206,2431,4025,4952,2266,3575,2965,5612,3569,2673,3294,3067,3772,3477
DHA2_150564,4244,9032,4432,5331,10366,11433,4188,6298,4541,14228,4177,3530,3483,6272,7212,6006
DHA2_150565,3597,7843,4250,5353,10983,11040,3799,6687,4973,15917,4161,3310,3263,6578,8000,5828
DHA2_150566,19954,18136,17673,17033,40508,34187,14185,16939,24939,41098,26184,19492,21501,18400,23005,22555
DHA2_150567,2159,1934,1990,1462,2722,1515,2082,1638,2623,2632,2254,1962,2073,1818,2043,2169
DHA2_150568,526,529,356,323,289,282,239,391,383,478,582,423,597,413,397,449
DHA2_150569,1943,4102,1994,2091,4471,4330,1677,3369,2317,4434,2023,1659,1686,2435,2849,2132
DHA2_150570,5292,8345,4276,5038,8457,9205,4685,7324,4974,9975,6311,4450,5351,6605,6779,6455
DHA2_150572,180,345,190,232,153,178,192,256,224,381,263,271,216,360,402,361
DHA2_150573,5895,8060,6276,6775,4193,4175,4161,4698,7055,7707,14998,11898,12360,10827,14016,13914
DHA2_150574,663,1098,792,824,311,371,321,438,856,1157,1964,1384,1428,1586,2115,1807
DHA2_150577,16516,17121,15415,15036,15221,14351,13199,14919,15454,17699,21252,16293,19107,16153,19718,20356
DHA2_150579,168,159,138,87,101,122,103,117,125,162,211,154,175,151,212,210
DHA2_150580,17592,23362,19468,19370,25503,24185,19496,21859,19184,27996,28407,19618,24711,22245,25748,21484
DHA2_150581,9754,11419,10397,8652,20157,15031,10705,10108,10415,16012,13496,9155,11017,10535,12940,11275
DHA2_150582,312,926,245,404,562,1292,335,930,290,1435,264,288,258,819,752,423
DHA2_150587,583,988,441,651,1490,1427,1042,1186,949,1443,793,625,693,941,1340,850
DHA2_150588,698,882,514,578,928,961,773,802,634,881,343,330,295,354,489,370
DHA2_150589,12338,18796,11405,13237,15457,23443,12648,20477,11997,25191,14452,12192,13070,16671,20427,16536
DHA2_150590,15138,19151,16803,13658,20795,20077,19713,19068,16772,17600,19316,14001,16113,17570,20977,17685
DHA2_150599,707,759,538,433,353,323,598,603,601,840,682,622,674,648,939,873
DHA2_150600,27063,22002,27110,21773,20963,12962,25703,22058,27537,32654,29605,21405,25646,27061,31108,27578
DHA2_150601,5484,4615,3798,2935,3583,3206,3703,3922,6343,7766,7493,6160,4738,3140,6482,4099
DHA2_150602,8651,6987,5676,4730,6280,5217,6445,6725,9550,11730,12309,9969,7796,5880,10701,6962
DHA2_150603,2704,2388,1853,1503,2045,1558,2134,2073,3004,3745,3320,2929,2158,1818,3149,2100
DHA2_150604,15611,15371,11242,9205,13962,11453,16888,14214,20257,24006,20172,16446,12586,14120,21233,13129
DHA2_150606,586,470,501,364,281,218,392,332,341,291,533,575,503,335,441,432
DHA2_150607,7982,10299,8114,8609,9711,7950,5478,8785,7684,10529,9777,7486,8554,8803,9788,9206
DHA2_150609,1990,2657,2253,1875,2530,1864,2689,2433,2240,2453,2080,1835,1928,2413,2806,2339
DHA2_150610,10091,10932,8586,8222,8168,7135,7080,8318,9517,10973,11879,9540,10406,9269,11256,11490
DHA2_150611,20039,20065,21194,17626,16849,11396,17239,15855,23236,23190,31378,24678,26328,18498,25827,19332
DHA2_150612,727,1402,1266,1333,1540,1420,1000,1473,1064,1827,853,762,629,1331,1562,1114
DHA2_150613,2589,1657,2036,1509,1643,1149,1370,1230,1633,1381,2082,1531,1768,1100,1572,1419
DHA2_150614,1950,1938,2349,1961,1995,1613,1723,2168,2022,2342,2481,2059,2279,2136,2610,2782
DHA2_150615,6785,6347,5730,5205,5403,6645,5511,5583,6796,6949,8711,6588,7966,7936,7896,8282
DHA2_150617,1926,1054,1054,817,532,539,971,713,1993,911,2350,1801,2419,1077,1376,1743
DHA2_150618,2495,2129,2803,2437,2618,1869,1666,1924,2358,2258,3026,2428,2714,1923,2453,2469
DHA2_150619,7088,10097,7398,9951,14204,17294,6054,10854,6923,16428,8642,6438,7330,13487,13587,9339
DHA2_150620,8948,5828,6312,4693,5783,4044,6918,4517,7825,6170,12253,7929,9381,8113,8034,8528
DHA2_150622,3203,3358,3205,2773,3188,2270,3039,2942,2965,3512,4349,3397,3936,4288,4643,5359
DHA2_150626,4134,4122,3495,2543,2963,2940,2929,3219,4128,3111,5075,3556,4695,3643,3849,4198
DHA2_150627,29407,26340,19509,18207,15815,14510,17458,17782,20332,23819,28378,20438,34301,23464,26342,34357
DHA2_150628,13828,9407,16117,11500,14502,7600,16340,11717,11164,7649,11474,7992,11203,8924,9602,11633
DHA2_150629,252,360,240,234,265,325,339,243,213,318,184,196,164,246,280,207
DHA2_15063,14026,16347,13778,13691,15512,12750,12162,15819,16160,23722,17418,13423,14863,15895,19555,17743
DHA2_150631,7019,5667,6798,5868,6546,4229,5329,5219,6892,6005,9935,7051,8218,6833,7360,8319
DHA2_150632,1045,887,763,768,659,461,855,751,845,803,1009,817,893,854,1022,990
DHA2_150634,6502,5949,6290,5408,3723,3600,3843,4519,6250,5710,7344,5714,6620,4673,6343,6183
DHA2_150635,24,39,12,24,19,13,18,22,11,22,12,13,12,25,24,25
DHA2_150636,582,1144,1008,954,567,652,855,1306,652,1306,490,624,397,965,1122,711
DHA2_150637,1860,2551,1428,1369,1143,925,1441,1409,1816,2885,1968,1836,1774,2268,2525,2565
DHA2_150638,4926,4070,4078,3749,3841,2780,3695,3833,4777,4708,6606,5078,5777,4600,5625,5790
DHA2_150639,889,877,1006,739,1088,663,1021,1091,986,714,1372,1135,1276,1180,1113,1236
DHA2_150644,244,321,418,463,287,271,245,286,333,391,292,255,231,323,413,300
DHA2_150646,8759,12554,6420,7628,6694,8053,7229,11259,6971,11640,10212,8527,10303,8441,11535,10803
DHA2_150648,26379,19069,27669,16254,22623,15658,24521,17369,23338,17466,27820,19773,25904,21623,22164,23486
DHA2_150649,6651,3665,6006,4774,4653,3051,5203,3635,6758,3814,10608,7754,8556,5005,5722,6978
DHA2_150650,3380,2511,3505,2558,2944,2591,1987,2039,2815,2798,3223,2442,2600,2388,2626,2539
DHA2_150652,2692,2201,1970,1871,2028,1881,1480,1595,2833,3049,2472,2000,2348,1565,2128,2195
DHA2_150654,7554,4888,5735,3503,3182,2484,5718,3912,7090,5162,8619,6390,6536,4944,5285,5791
DHA2_150655,2541,1930,2770,1935,1856,1139,1830,1604,2430,2117,2947,2310,2307,1742,2169,2089
DHA2_150656,15490,15481,14286,11633,10208,13877,10193,10012,13471,16197,19231,13845,16852,14023,13897,17666
DHA2_150657,5525,4386,4817,3879,3526,2610,3536,3473,4561,4338,4406,4580,3927,2764,4324,3632
DHA2_150658,3615,2904,3366,2719,2093,1340,3410,2460,3968,3118,5909,4242,4715,3452,3584,4083
DHA2_150659,32600,24155,35958,28011,23112,14470,24475,19067,37369,28186,55235,41192,43611,28809,36361,30363
DHA2_150660,1133,799,4312,3266,1355,986,1288,1021,2322,1776,2984,2380,2866,1500,1963,2008
DHA2_150663,3145,3896,5199,4289,3634,3600,3626,3756,3475,4505,4747,3753,4035,4294,4662,4621
DHA2_150664,2920,2910,3161,2723,2038,2315,1705,2446,3179,3520,4700,3442,3913,3226,3582,3819
DHA2_150665,4774,6594,5488,6849,5957,6875,3046,5755,4626,8116,6764,5584,5799,5215,7869,6801
DHA2_150666,1358,1307,1388,1297,1268,1337,818,1227,1283,1628,2302,1721,1908,1363,1887,1856
DHA2_150667,4240,4214,4099,3617,3515,3150,3789,3939,4520,5157,7052,5298,6266,4920,6857,6497
DHA2_150668,61387,37242,37822,32605,34357,18913,50235,39645,40963,33110,65592,39753,57716,41508,43673,53253
DHA2_15067,5385,4029,6014,4561,4351,2822,4573,3859,5589,4526,6319,4999,5527,4336,5049,5740
DHA2_150672,10433,6455,9910,8113,5816,3849,7254,5608,12127,7523,22492,15074,15817,9908,10976,12227
DHA2_150673,2719,2345,2586,2155,1832,1347,1876,1815,2836,2845,4568,3431,3605,2329,3092,3155
DHA2_150674,1189,1108,1238,983,1013,956,1092,1010,1259,1144,1706,1181,1365,1514,1487,1438
DHA2_150675,4714,4213,4314,4086,2825,2527,3152,3163,5295,5240,5838,5542,5711,3926,5597,6009
DHA2_150676,3807,4187,3578,3625,3412,3824,3178,3519,3988,5197,5624,4255,5128,4836,5365,5996
DHA2_150677,7183,6919,9847,9176,6384,5375,7403,6519,8797,8288,13324,9159,10484,11341,11562,11563
DHA2_150678,9165,8783,9332,8765,6633,7015,6753,7480,8473,8656,13337,10124,12161,9038,10388,11112
DHA2_150680,6294,7622,6128,5653,4572,7853,3898,5696,5460,6484,8043,6330,7566,5705,7696,7324
DHA2_150681,27868,26656,21782,20473,12316,13919,14107,14354,22793,24431,32804,23058,32487,25233,28866,33408
DHA2_150682,2141,2084,2095,2065,1408,1521,1335,1881,1875,2385,3437,2484,2801,1713,2981,2707
DHA2_150685,10139,8648,9758,8467,6408,5922,7804,8080,10325,10427,16086,12907,14540,10943,13097,14659
DHA2_150686,7613,6986,6898,5988,4885,4343,5483,5077,7679,7289,11565,8344,9605,7843,9069,10165
DHA2_150687,5806,5450,6153,5928,4965,4105,3828,4360,5465,5354,10208,8052,9130,6229,8299,8090
DHA2_150688,8134,7695,9857,8784,7212,5644,6032,6573,7774,7978,15842,10981,12430,10457,12238,12607
DHA2_150689,3064,3120,2324,1996,964,761,1894,1905,2889,2824,1412,1473,1239,1504,1774,1784
DHA2_150691,12440,11148,12544,9988,9612,7623,11534,10056,12205,12416,22487,16116,19824,15749,17623,19277
DHA2_150692,9502,8888,10234,9286,8169,6202,6548,7824,8782,10513,15732,12630,13866,10858,13887,14628
DHA2_150693,5944,5445,7568,6560,5035,4470,2672,3992,4072,5476,7461,5363,6338,5725,5986,7099
DHA2_150695,1646,1332,1562,1024,948,1144,1096,1187,972,1818,1162,1260,700,1041,1134,784
DHA2_150696,2547,1807,3507,2378,2007,1450,2048,1616,3944,2565,5901,4291,4259,3011,3041,3720
DHA2_150698,4397,3832,4658,4500,4623,3200,3897,3820,4640,4483,4073,3412,3345,3949,4465,3617
DHA2_150704,618,389,3409,2808,1383,1013,1703,1728,735,398,792,540,682,383,572,623
DHA2_150705,2806,1671,5368,4668,2770,1826,3414,3061,2851,1993,3395,2913,3023,1833,2360,2537
DHA2_150706,6151,6526,5815,5593,6397,3900,5802,5984,6956,6903,7695,5954,6444,6319,7462,7403
DHA2_150708,2166,4205,1692,1838,1187,1763,1327,1881,2061,2218,2557,2003,2012,1580,2541,2348
DHA2_150709,4502,3207,3775,2907,3439,2949,2867,2617,4011,3309,5141,3849,4158,4090,3855,4373
DHA2_150711,7559,5719,3205,2202,3716,2380,3204,2784,6628,6754,5664,4134,5458,3549,3882,5334
DHA2_150712,753,824,526,563,456,371,512,657,589,875,845,633,763,613,946,836
DHA2_150713,7532,9570,6412,5416,7276,7655,9620,8002,7317,9203,8342,5795,7295,9482,9686,9397
DHA2_150714,12972,10936,12931,11807,8580,6355,9053,9426,12870,12464,16767,12269,14712,11764,14243,15295
DHA2_150715,1218,1907,1142,1151,1717,1469,1220,1684,1093,2024,1427,1077,1233,1653,1846,1624
DHA2_150716,1730,1976,1751,1492,1696,1310,1961,2084,1787,2251,2445,1859,1830,2532,2530,2324
DHA2_150717,7405,10077,6349,7057,8420,7589,7669,8949,7481,11576,8259,5893,6644,8959,9983,9042
DHA2_150718,14484,15476,12252,11631,11108,10395,8746,12767,12995,17996,18189,13815,15048,12312,17223,15130
DHA2_150719,6484,5373,6540,5010,6224,5157,5848,4993,5990,6814,9007,6103,6817,7367,6482,6851
DHA2_150720,2480,2887,2302,2304,2266,2093,1647,2297,2483,3627,2717,2046,2220,2543,2704,2757
DHA2_150721,3107,1980,2010,1507,2381,1749,3032,1785,2490,1981,3590,2143,2989,2177,2074,2658
DHA2_150723,24749,14345,18217,15579,12579,5647,16134,9736,17671,13193,22676,16416,19246,17424,16736,22649
DHA2_150724,3760,8273,3466,4860,2953,5102,3333,7737,3276,11319,4623,2900,3939,6371,7493,6546
DHA2_150725,14461,10321,10879,9294,9730,7089,7467,9581,12800,13214,20049,14164,17098,14107,14197,16305
DHA2_150728,6164,4698,5473,4214,5533,3120,5784,5341,5946,6709,7185,5601,6356,5353,6378,6589
DHA2_150729,15236,14681,11792,10600,8718,5148,10551,12028,15606,15953,14249,13941,12855,9326,15579,12039
DHA2_150731,8553,12839,7728,8627,9891,12146,8076,11892,7327,14856,9794,7540,8568,11496,11530,11487
DHA2_150732,1206,1003,1130,848,810,610,749,817,1032,1189,1258,1157,1278,892,1240,1128
DHA2_150733,6155,8834,6116,6039,5827,6341,4555,7593,5275,9615,6771,5220,6123,7434,8461,7719
DHA2_150735,15432,59637,14900,29403,21505,50659,14507,46328,11872,54984,13400,10118,11657,33146,36597,29258
DHA2_150736,11793,26558,11877,15585,22149,28205,11753,23129,10792,26912,12067,9521,10328,20659,22536,19202
DHA2_150737,7650,6904,6582,5512,7019,5208,6254,6187,7744,8184,9793,7148,8192,6877,8049,8786
DHA2_150742,1174,850,1381,1284,1218,1288,1156,1383,985,909,2402,1807,2010,1563,1808,1892
DHA2_150744,11653,20979,14514,16374,16722,18629,12133,17038,10661,19645,12414,9102,10680,15079,17403,15432
DHA2_150745,3294,3820,3086,3096,3968,4102,3851,3628,4045,4814,3718,3113,3074,3791,4713,4216
DHA2_150746,1564,1807,516,506,1982,2255,1397,1570,2043,2207,1301,1238,1195,1134,1336,1198
DHA2_150749,2503,2371,1891,1569,1544,1215,1905,1622,2541,2233,2936,2496,2562,1896,2585,2404
DHA2_150750,1968,2040,1872,1598,1329,1163,1440,1457,1830,1655,2700,1946,2454,1819,2103,2519
DHA2_150751,3631,3321,3360,2883,3211,1907,3792,3095,3627,3058,4420,3269,3787,3450,3684,3779
DHA2_150752,11365,8600,9436,7272,6806,4745,8261,7087,11747,9315,13557,11112,12225,7724,10643,10623
DHA2_150753,5877,4074,4895,3844,3776,2503,4719,4105,6767,5282,7068,6088,6367,4355,5953,5831
DHA2_150754,1125,1107,1050,938,886,981,803,1166,1403,1711,1448,1298,1068,937,1197,1004
DHA2_150755,1526,1666,1046,1034,1110,1122,1124,1694,1721,2175,1513,1429,1357,1269,1462,1133
DHA2_150756,2225,1745,1866,1540,1547,1080,1263,1317,2050,1540,2395,2020,2138,1330,1827,1892
DHA2_150757,6056,6401,12427,11061,8202,7003,9268,7829,11265,11910,15358,11821,12632,15904,18286,17339
DHA2_15076,3331,4729,3880,3117,4826,4540,4101,4045,3039,4800,4067,3140,3822,3788,4304,4023
DHA2_150762,4324,4289,4389,3457,3868,2826,3479,3609,3847,4502,4780,3813,4093,3885,4796,4192
DHA2_150763,1042,859,1319,977,769,467,860,730,1159,871,1370,1019,1240,777,1059,1177
DHA2_150764,12100,12600,13613,11760,12148,10177,8585,9882,12849,14304,17222,12855,13706,12709,14485,13998
DHA2_150765,6743,10777,7667,7762,8646,7879,5977,8062,6678,11019,7838,5971,6312,8874,10716,9513
DHA2_150766,50739,55722,43708,37048,54539,49570,41573,59038,46478,68033,69288,40056,65448,63731,65054,72892
DHA2_150767,840,762,874,906,502,374,527,597,774,685,858,786,812,836,955,989
DHA2_150768,691,504,595,510,467,267,659,518,662,564,787,560,660,533,749,648
DHA2_150769,13366,17305,17778,18337,8131,7916,15750,15529,23474,26823,24634,16901,23448,20816,21709,26783
DHA2_150770,1531,2255,2244,2127,2317,1599,2142,2416,1727,1931,1787,1288,1299,2120,2494,1804
DHA2_150771,2703,3021,3160,2625,2391,2021,2270,2248,2587,3155,2961,2710,2599,2353,3286,2923
DHA2_150773,2956,3662,3436,3466,3083,2835,2909,3349,2964,4455,3997,2799,3235,3299,4042,4182
DHA2_150774,17831,16118,21650,20134,15776,12007,13473,14143,15510,17153,29014,17869,21220,20402,21285,21899
DHA2_150775,1475,1387,1567,1283,979,568,1349,1027,1572,1283,1627,1327,1472,1356,1554,1662
DHA2_150776,4234,2958,3946,3443,2551,1656,2581,1989,3783,3409,5363,3763,5197,3226,3716,4773
DHA2_150777,13505,11845,13501,12005,9890,6804,10311,11069,12509,11535,13194,11843,12519,9768,13385,13241
DHA2_150779,1090,984,685,618,290,266,304,379,459,486,490,454,494,389,603,516
DHA2_150783,4694,6093,5917,5613,4286,4128,3821,4276,3994,4941,6195,4400,5324,6765,6677,6230
DHA2_150784,2231,2246,2509,2052,1425,1384,1649,1931,2586,2173,2666,2056,2264,1735,2358,2312
DHA2_150785,2876,1987,3134,2312,2110,1081,2314,2007,2817,2510,3246,2900,2969,2311,3095,2538
DHA2_150786,6354,4125,5460,4095,3967,2224,4133,3597,5416,4571,6115,5368,6100,3850,5385,5646
DHA2_150788,13428,15144,16638,18957,15660,11492,11805,13574,14905,16739,18403,11626,13702,17010,16160,16971
DHA2_150789,3367,3301,3352,3372,2366,1978,2157,2746,2995,3427,4055,2489,2919,2875,3525,3352
DHA2_150790,15019,13126,13075,11788,8140,7140,10153,9366,14467,12735,21896,16149,19221,14113,16611,18473
DHA2_150791,6767,7856,8484,8899,8696,6422,5363,6759,6461,8697,9653,6562,7873,10012,9490,9894
DHA2_150792,12686,15697,15333,15460,15547,15359,10360,13596,13120,17344,14952,12620,13748,13281,16731,15820
DHA2_150793,12667,12852,14396,11536,11782,10742,16028,12873,16385,14846,15195,11463,13992,14228,16239,15640
DHA2_150794,2246,2967,2944,2920,1877,1378,1770,2640,2164,3104,2739,2187,2482,2345,3012,2918
DHA2_150797,20273,25038,24947,26072,16044,16922,12331,16139,17978,25099,19387,14028,16790,19029,20992,21497
DHA2_150798,2324,2022,3191,2196,1781,1034,2400,1788,2355,1799,2281,1712,1757,2038,2335,2184
DHA2_150799,7506,6037,8916,6141,5201,2578,7527,5554,6877,5798,10361,7285,9183,6787,8428,8747
DHA2_15080,2459,2087,2505,1677,2008,1443,2581,1810,2590,2333,2674,2303,2174,2260,2660,2291
DHA2_150800,15400,13716,17360,14115,10050,6030,11020,10407,13530,12095,15693,13151,14993,9780,13756,13302
DHA2_150801,10558,24771,11812,17823,30472,42825,14018,38933,10511,39260,18440,12066,15260,21907,25898,15352
DHA2_150802,3986,6814,4516,5353,4811,5635,2884,5884,4056,9504,4984,3611,4294,4985,6428,5853
DHA2_150804,2716,4005,3028,3243,2494,3686,1813,2928,2887,6710,2894,2185,2634,3153,3536,3381
DHA2_150805,3368,3032,2953,2729,3452,4367,4209,4729,4376,5441,6488,4174,5559,6121,5781,6044
DHA2_150806,250,465,246,439,283,331,285,456,342,772,490,431,343,567,653,564
DHA2_150808,734,1098,805,850,137,162,286,364,841,1057,309,278,352,453,472,452
DHA2_150809,3488,4352,3825,4413,89,99,142,182,3646,4078,266,194,218,228,255,261
DHA2_150810,14525,13991,13265,12138,3661,3894,2557,3577,17553,21174,9891,7347,6811,9347,11248,9459
DHA2_150812,3033,3120,3640,3272,4387,4207,3016,3810,3212,4179,5220,3775,4273,3874,4701,4614
DHA2_150813,1236,1315,1469,1367,2112,1999,1526,1928,1202,1682,2141,1602,1655,1935,2092,1800
DHA2_150814,7944,7967,8885,9009,8199,8639,5228,8077,8208,9211,9563,6856,8058,7091,8518,7892
DHA2_150816,4725,4020,5093,3939,4375,3574,5219,4369,5469,4721,6847,4460,4781,4576,5087,5004
DHA2_150817,11510,6850,10296,8365,6776,4588,8130,5985,12174,7667,17457,11880,13797,8829,9827,12090
DHA2_150818,1188,1164,1620,1407,1099,841,853,1122,1164,1215,1539,1073,1352,1073,1513,1389
DHA2_150819,5176,4836,6878,5911,5422,4646,3945,4161,4754,4553,5952,4400,5136,4994,5222,5551
DHA2_150821,2477,7178,9792,11397,5365,7272,4060,6543,3120,6973,3200,2613,2779,6109,6353,5919
DHA2_150822,1450,1471,5264,5565,2041,2626,2040,2276,2271,2619,2746,1864,2398,2187,2576,2959
DHA2_150823,1528,1900,6066,6648,1481,1302,1702,1837,2746,3174,3241,2151,2617,2542,3077,3539
DHA2_150824,795,1014,3162,3645,699,651,967,1023,1444,1710,1650,1113,1234,1423,1645,1962
DHA2_150825,89,130,1769,2471,79,93,105,152,96,91,120,122,110,191,179,184
DHA2_150828,101,76,32,58,82,57,72,76,100,148,69,88,69,84,118,106
DHA2_150829,2571,2866,2673,2312,2970,2591,2392,2644,2716,3507,2976,2560,2804,2777,3224,3109
DHA2_150830,657,847,1028,719,940,635,771,588,625,746,782,525,590,832,850,709
DHA2_150831,1546,1581,1559,1274,1246,1084,1514,1397,1487,1796,1517,1340,1236,1464,1918,1419
DHA2_150833,778,962,786,524,513,487,694,655,642,915,578,632,504,608,789,605
DHA2_150834,2147,2375,2268,2224,1469,1145,1486,1993,1897,2166,2122,2084,1793,1442,2431,1914
DHA2_150835,5155,4849,5224,5005,3580,2539,3766,4132,4914,5039,5862,4793,4477,4254,5388,5582
DHA2_150836,1620,2607,2744,2016,1404,1612,2036,2184,1543,1796,2058,1667,1616,2118,2349,2120
DHA2_150837,2270,3499,2955,3206,2866,2741,2638,3619,1960,3254,2155,1884,1855,2658,2864,2494
DHA2_150838,15424,17462,20384,20617,15332,14901,10774,17051,16947,20090,20749,17133,17153,13496,19219,16065
DHA2_150840,16483,15445,16897,15404,12179,9582,13076,13169,18214,16369,26626,17574,19298,15507,16214,17582
DHA2_150841,4012,3053,3719,2762,2326,2018,2560,2351,3364,3290,4937,3511,4650,3291,3427,4650
DHA2_150842,4171,2711,3415,2637,2039,1663,2588,2109,3256,2434,4857,3675,4554,2959,3279,4274
DHA2_150843,21251,14809,15818,13900,8583,8381,13120,11030,18864,14293,28516,21003,25248,16361,19300,22317
DHA2_150844,1152,680,1021,641,577,281,994,600,827,556,1117,1033,1182,691,903,953
DHA2_150845,21900,14502,26587,16205,19541,8807,25628,18137,12640,14199,23186,16388,21037,21040,20261,23909
DHA2_150855,13025,10211,14080,12742,10302,8185,8222,8212,11927,12545,15531,12159,13549,10082,12957,12898
