Geneid,2_CK_7U,2_CM_7U,24_CK_4,24_CM_4,40_CK_2,40_CM_2,41_CK_3,41_CM_3,8_CK_7,8_CM_7,BER_CK_1,BER_CK5,BER_CK6,BER_CM_1,BER_CM5,BER_CM6
DHA2_4155,4542,2316,3651,2490,2364,1871,2741,1816,5000,2492,6113,4592,5084,2680,2742,3296
DHA2_4156,7238,4637,5576,3858,4888,4190,4860,3361,6185,4726,7690,5458,6424,5759,5059,5831
DHA2_4165,10946,7960,8974,7567,7570,6384,8220,7346,11998,9714,16138,11265,12854,9068,10370,11693
DHA2_4191,2737,2697,2737,2133,3143,2502,2682,2703,2742,3456,2998,2350,2150,2587,2664,2203
DHA2_41927,5008,5404,5625,4393,7089,6349,5702,4912,4158,5287,4786,3464,3561,4912,4602,4193
DHA2_4197,29674,39013,26608,27295,39970,39975,32973,33679,29242,37473,28186,19349,22661,24294,27650,27493
DHA2_42000,20207,18681,25150,23914,26342,21812,16989,18085,23414,27894,47617,32731,38899,29971,38194,35797
DHA2_4204,11953,11618,15134,11823,16252,10920,15017,12318,12327,13119,13111,9482,10953,11687,14496,11852
DHA2_42048,4467,3983,3985,3574,3015,2152,3388,3142,4282,4320,6116,4139,4848,3853,4346,4773
DHA2_42285,25518,20001,24924,17847,15392,7690,16845,13024,22903,19210,30062,19963,21872,14546,17372,14316
DHA2_4235,5472,6792,4869,5146,6930,6634,5660,6352,5392,7377,6524,4698,4884,6336,7119,6148
DHA2_4236,2529,3764,2541,2484,3376,3196,3186,3306,2210,3631,3167,1946,2382,3163,3611,3511
DHA2_42368,6113,9084,6793,7690,9700,8159,5500,8553,5145,7998,6655,4727,5518,6776,7508,7239
DHA2_42377,24182,22179,19460,19340,19070,16319,15740,17891,18194,21376,24626,18712,21386,17442,22223,22258
DHA2_4239,31910,19079,25079,12339,18804,12704,34123,17103,25701,19865,27853,20603,23890,24442,25338,22364
DHA2_42442,8791,9628,8685,7827,8441,6970,7966,8867,9367,12087,12297,9062,10369,9609,11106,10996
DHA2_4257,8918,8681,8024,7921,6932,7799,6022,6236,7477,9691,9757,7052,9606,8325,9307,10579
DHA2_42676,10606,8545,8949,7374,6484,4234,7615,6522,9439,9325,13548,10098,11835,8685,10397,10456
DHA2_4270,1414,2041,1933,1976,1515,1545,1045,1496,1433,2300,1781,1417,1187,1745,2173,1685
DHA2_4328,8474,7424,7948,6771,5612,4958,6590,6549,7186,7568,8954,7143,7764,5931,7590,7831
DHA2_4329,4541,4166,4033,3356,2895,2547,3250,3425,3606,4113,4531,3670,4231,3010,3785,3879
DHA2_4337,3950,3213,3088,2485,3223,2312,3755,2972,3718,3014,5216,3597,3935,3761,3939,3896
DHA2_4349,9077,7269,7399,5692,12038,12571,9243,6631,8132,9522,8202,5304,5547,6930,5515,5623
DHA2_4355,967,724,854,637,705,544,1122,719,989,830,1143,825,973,927,957,1013
DHA2_4357,12334,8852,11388,10439,13994,12591,12684,12190,13669,15381,20013,13078,14775,15068,14834,14580
DHA2_4365,13087,20600,12162,13179,17646,22691,10580,17174,12723,25970,14902,10846,12969,17382,17589,17232
DHA2_4368,1531,1315,1253,1046,1049,689,1182,962,1395,1258,1421,1156,1155,1187,1146,1343
DHA2_4371,5977,4235,5238,4166,3609,2194,3790,3641,5686,4583,7196,5030,5656,3893,4693,4980
DHA2_4410,54731,41710,34147,19575,13489,17542,35969,22911,47724,22912,54799,42496,55977,37314,42251,49944
DHA2_4463,5995,5056,5709,4917,5322,4678,5472,4444,6158,5837,7513,5639,6653,6008,6403,6797
DHA2_4498,7243,9107,8542,9437,9873,8618,7190,9618,9737,13821,11839,9556,10568,9534,12384,12197
DHA2_4502,4094,2799,4070,2835,3013,2540,3383,2395,3250,3400,3619,2565,2834,3153,2846,3160
DHA2_4507,25770,22519,23909,21804,22971,16981,19162,17977,22727,20783,22077,17035,18054,18292,20726,21855
DHA2_4509,11274,9097,11509,9011,13127,12314,8879,6928,8982,8097,9936,7065,8270,8189,8318,8230
DHA2_4538,2759,2892,2953,1803,3296,2330,2131,1622,1787,2366,3075,1946,2059,2830,3024,2489
DHA2_4547,50561,41563,61334,39810,53063,44169,51729,43073,42573,40799,56842,38204,51788,50086,43342,50176
DHA2_4558,5451,4572,3045,2029,1402,1730,3808,2682,4707,3050,5894,4059,6081,4223,4822,5570
DHA2_4577,2638,2572,2578,2465,2441,1634,2178,2123,2240,2407,2814,2134,2378,2482,2652,2562
DHA2_4578,1075,999,956,764,823,780,743,741,830,1008,829,660,861,821,901,919
DHA2_4579,3262,4650,3366,3387,3045,2770,3441,4203,3315,5481,4040,3009,3829,4304,5106,4791
DHA2_4590,7226,4762,4426,3133,4956,3530,4500,3042,6665,5282,10671,6697,9081,6688,6313,8096
DHA2_4602,2937,2889,2582,2415,2752,2023,1926,2588,2867,3934,3337,2437,2884,2743,2949,3375
DHA2_4606,14968,17121,20838,15465,25494,21097,24238,20458,17383,18848,13258,8677,10197,12900,12627,11041
DHA2_4624,3592,1732,2746,1730,2239,1050,2915,1110,3024,1510,4326,3133,3316,2759,2635,2924
DHA2_4652,55158,44619,61009,36842,50989,38234,60216,45461,52041,50474,56209,40751,52326,57863,55997,58199
DHA2_4653,13107,16476,13851,14679,13477,14740,12325,17387,13111,20699,16182,12300,14428,16988,18480,17722
DHA2_4692,7100,7455,5130,3558,3160,4826,5584,4721,5787,6463,6779,5262,6528,6271,6805,7480
DHA2_4708,3744,3605,4388,4225,4877,3736,3368,4254,3840,4253,5395,4168,4574,3498,4873,4266
DHA2_4711,3624,3255,4520,3573,5477,3604,5941,4421,5162,5179,6502,4737,5387,5562,5788,5727
DHA2_4768,3076,3478,2655,2524,2856,2371,2267,2727,2738,3825,4072,3092,3150,3297,3926,3781
DHA2_4789,4718,4494,5313,4750,4446,3935,4625,4159,4992,5371,5954,4875,5672,5335,5765,6339
DHA2_480,5541,7318,6013,4605,12271,10629,7828,8209,5087,8652,6908,4260,5431,7625,7012,6361
DHA2_4843,4523,15236,4771,8768,17782,39284,7191,23413,4566,44408,5429,4029,4103,21956,21461,7297
DHA2_4852,27603,36283,15070,12948,7844,15070,17192,17851,24151,17759,32410,24061,34519,25088,29774,35440
DHA2_4897,2108,2107,1911,1758,2212,1832,2362,2410,1800,2215,2250,1668,2009,1862,2200,2156
DHA2_4912,12403,9526,9012,5119,6344,6640,8822,6043,8491,6259,10950,8419,10084,6782,7269,7855
DHA2_4928,2465,3243,3593,2776,5584,3675,4593,3534,2883,3491,3127,2252,2485,3345,3957,3229
DHA2_4977,8549,5459,5449,4191,3065,2613,5469,3404,7951,5655,11107,7884,9018,6552,6249,8599
DHA2_4985,1551,3286,1603,2042,4544,7287,1921,5116,954,5875,1254,1041,1018,2305,3239,1709
DHA2_5010,24959,36092,26188,25533,39606,43071,18978,24376,28880,53609,30805,23514,25499,33225,36292,32548
DHA2_5012,9115,8327,6780,6891,9215,9257,6041,5502,8760,9759,9892,6800,7964,8774,8437,8854
DHA2_5013,1023,873,783,761,916,758,650,647,1056,1118,1191,992,1086,805,1034,1091
DHA2_5062,1298,761,1487,926,1009,351,1003,738,1375,790,2019,1423,1664,679,1107,1166
DHA2_5069,6533,12132,6513,7148,9214,13690,5819,11200,6166,16068,8533,6094,7369,10752,12023,10375
DHA2_5161,2174,1864,2058,1514,2362,1788,1647,1471,1531,1321,2045,1375,1385,1716,1662,1426
DHA2_5167,11864,8959,6779,5535,6256,3428,6685,4406,7130,5333,10360,6621,7788,6383,5958,7961
DHA2_5171,4413,4860,4659,4290,5021,4011,3730,4159,4467,6115,5076,3917,4617,4624,5794,5418
DHA2_5186,19992,17717,16310,15319,16393,12289,16474,17138,21213,20300,31621,22448,25337,18117,21869,23291
DHA2_5188,28776,13648,13995,9115,9500,6423,20155,11569,30441,15099,39119,28422,33133,18886,19875,28223
DHA2_5246,3970,3138,2911,2513,2865,2578,3067,2986,4107,3521,4201,3780,4301,3246,4017,3998
DHA2_5249,1949,2134,1517,1801,1600,1613,1281,2028,1794,2333,2515,1707,2007,1484,2100,1765
DHA2_5258,10579,8629,8331,5599,7872,5577,12059,7442,11030,9432,11141,8054,8972,9934,11633,9851
DHA2_5277,957,2217,1136,1266,2140,2653,938,2218,1013,3080,1418,883,1094,2317,1827,1664
DHA2_5294,10805,7706,9989,7192,9420,7084,7563,5532,6851,7673,11791,8210,10772,9523,9538,10918
DHA2_5328,6318,8237,5181,4609,6397,6933,6499,6271,6167,9459,10286,7405,8597,11232,12029,10765
DHA2_5333,25470,22936,21174,16830,26327,19006,30636,23443,27023,24336,46394,34254,37246,36850,43441,40634
DHA2_5345,4402,4002,2985,2636,2502,2985,1904,2468,4114,4604,6562,4241,5270,4007,4633,5515
DHA2_5346,21104,37213,20539,24824,26689,41245,16220,27500,19353,53394,24945,17815,21591,28423,30657,32425
DHA2_5358,3161,4830,2537,2480,3271,4371,2244,3489,2712,4998,3520,2688,3243,3432,3860,3722
DHA2_5359,16610,16518,10999,10994,11292,10818,16288,14659,13246,17780,21561,13861,20137,17270,21042,21853
DHA2_5374,4588,6091,4823,4574,6442,6060,5587,6304,4926,6973,5217,4176,4147,6390,6801,5799
DHA2_5375,30377,19217,19208,14127,16351,15156,22945,16462,30523,23796,40883,29008,33752,23481,25350,30911
DHA2_5435,5882,11504,8271,5952,8003,10814,9898,10511,6180,10655,14993,11456,18506,7521,7669,8668
DHA2_5437,9980,10874,8998,9468,9208,9340,5376,8297,7594,10497,10247,7558,9000,8248,10119,10673
DHA2_5462,5646,6597,7445,7058,6754,6946,4400,5902,6671,10304,7014,5674,5935,6940,7361,6747
DHA2_5489,35179,14131,26887,14295,12249,8887,21113,12255,26774,14722,29810,23422,29616,15979,18196,21658
DHA2_5515,3094,4175,2633,2156,2998,4461,2912,3513,2230,3657,1691,1886,1172,2656,2950,2122
DHA2_5517,31798,27472,34017,16229,34687,24584,41186,23827,28607,23658,40592,22110,25757,39425,29099,29159
DHA2_5534,2375,3022,2434,2348,2667,2712,1132,1906,2373,4022,2686,2155,2473,2379,3124,2638
DHA2_5543,26711,28413,17828,18769,20543,18589,13812,19029,17589,23403,21058,16499,17384,14839,19656,17784
DHA2_5567,6988,8809,5975,5972,8026,10689,6232,7715,6558,10600,9597,6946,7809,9448,9542,9268
DHA2_5593,53384,41358,45814,28173,37361,32214,39434,34006,48942,50670,48199,38143,48450,41928,47306,48949
DHA2_5604,22336,20677,19680,12046,20028,19027,20151,16201,20325,18690,19336,13298,16739,17705,17836,17181
DHA2_5613,5002,8340,5294,4417,7340,6561,4890,5747,4427,5260,3953,2829,3405,3931,3814,3778
DHA2_5632,4713,4173,3449,2649,3204,2835,4087,3483,4163,4047,5330,4077,4722,4005,4524,5086
DHA2_5638,6305,9373,6300,4471,4347,5373,11952,10156,8750,14233,31908,26573,37818,11871,11059,13051
DHA2_5643,24225,17038,22533,17800,18195,14779,19240,17398,27494,21563,36149,25813,30756,26871,26496,32984
DHA2_5649,16186,13685,13619,10654,16660,13824,16370,13454,15192,14246,19546,14412,16371,14786,17277,15723
DHA2_5657,3754,2241,3317,2311,3446,2123,3286,2145,3766,2603,5314,3863,4229,3020,3246,3750
DHA2_5659,13623,11770,12758,9903,11046,9463,10423,8691,11183,13181,13081,9477,12299,12798,12439,14834
DHA2_5661,4965,5878,4848,4504,5008,5786,5061,5517,4452,7436,6128,4278,5246,6014,6647,6181
DHA2_5672,5933,3921,4683,3559,3921,2283,4821,3260,6303,4208,8308,6399,7549,4548,5194,6213
DHA2_5710,2343,2868,2625,2374,2251,2134,2111,2477,2296,3313,2800,2085,2390,2420,3055,2893
DHA2_5744,43968,31883,28440,23731,29432,24999,31852,24723,36229,36365,49089,33921,47509,33631,35171,42925
DHA2_5746,2064,1474,1663,1328,1348,1003,1236,1364,2880,4084,2863,2132,2350,1247,1954,1845
DHA2_5749,14508,7842,8343,6429,5516,4215,7877,5429,10787,7322,18354,13503,16743,9142,9865,14005
DHA2_5768,7662,5276,6162,4882,6479,4745,6735,4540,6496,5419,8531,6166,6558,5720,5491,6739
DHA2_5772,14509,9872,9151,6916,7721,6819,8646,6734,12672,10411,13250,10209,12037,9131,9135,12101
DHA2_5784,13359,10111,11836,11137,7713,6958,7390,6482,12539,10795,12552,8850,10121,5718,6919,8319
DHA2_5786,3261,2163,1628,1307,1414,1340,2103,1487,1935,1858,2562,1833,2472,1776,2095,2362
DHA2_5795,88198,93553,65906,71514,85977,69780,74081,84641,65083,119400,93495,66687,99940,86129,91332,115785
DHA2_5800,23409,24787,24159,22032,9504,7422,18870,13548,36529,42237,28317,20718,24337,27978,28694,29147
DHA2_5804,744,552,715,358,699,302,930,500,647,401,707,708,691,661,757,669
DHA2_5810,32352,13388,27621,12924,13322,5429,29686,12560,27851,17564,23421,19773,23203,20006,24126,23115
DHA2_5811,3414,1638,1816,884,1389,928,1791,1039,2585,1590,2946,2877,2958,1519,2553,2173
DHA2_5820,4836,4415,4976,4188,4703,3939,3712,3284,5093,4976,5829,4166,4619,4474,4493,4519
DHA2_5823,4486,5161,3561,3218,4549,4117,4982,4234,4287,5628,5959,4181,5326,6197,6814,6444
DHA2_5842,3111,3330,2717,2339,4084,3028,3243,3078,2245,3051,2719,2266,2457,2951,3136,3077
DHA2_5845,52244,61275,54401,36664,57798,55990,54469,52092,45844,50772,52185,34786,43941,48086,47073,47143
DHA2_5859,1681,1518,1536,1139,1652,1109,1683,1396,1455,1404,1629,1415,1477,1506,1734,1612
DHA2_5867,15357,14569,14407,13079,12099,10967,12500,13381,16308,17112,21007,14936,18053,19188,18525,20331
DHA2_5871,2870,2043,2220,1522,1958,1285,1774,1504,2265,1822,2992,2180,2784,2533,2647,2945
DHA2_5883,75230,38697,49142,34771,37580,34250,54958,32832,78431,42185,104402,73352,84286,51612,52480,69229
DHA2_5890,3172,3580,3859,3049,3325,3658,3261,3087,3533,3983,2911,2382,2520,3280,3281,3099
DHA2_5892,8253,7147,8723,7520,7328,8158,6254,6411,8256,9066,9949,7805,9183,6370,7318,8011
DHA2_5927,6806,16296,11596,12733,15958,19333,7364,17021,7175,24391,9692,6617,8016,11951,14109,12146
DHA2_5929,1718,4890,3034,3687,4715,5539,3140,5472,2102,7226,2506,1859,1924,3969,4519,3378
DHA2_5939,2263,2924,2916,2960,2476,2250,2519,2425,2507,3143,2975,2491,2469,3013,3069,3126
DHA2_5947,36562,32527,42968,24545,33817,25923,38508,29257,31928,27220,35406,25637,32353,33968,33530,31853
DHA2_5949,3113,4020,3480,2866,2732,2745,2456,3206,3181,4300,2593,2451,2530,2138,3178,2666
DHA2_5950,1475,1893,1650,1442,1509,1426,1330,1558,1428,1908,1494,1149,1251,1305,1465,1412
DHA2_6000,5903,6321,5401,4912,4817,3760,3814,5049,5090,6854,5638,4978,5000,5316,6494,6523
DHA2_6022,29762,25353,29476,14544,34009,23192,37773,26994,29373,27238,34698,24437,32372,27068,31884,28487
DHA2_6026,1226,1187,954,629,944,1026,1210,958,1222,1280,1727,1153,1403,1427,1349,1571
DHA2_6048,3124,3325,2685,2706,3235,3132,2131,3260,3224,4182,4279,3015,3758,3190,4023,3637
DHA2_6055,4709,4620,4304,3840,4733,4748,2879,3353,3497,4983,3956,3013,3511,3330,3993,3910
DHA2_6072,2388,3037,1850,1734,1777,1538,1618,1747,1987,2692,2625,1864,2391,1960,2649,2624
DHA2_6081,13311,9753,9762,7901,8141,6097,9745,8242,13105,11255,22742,14373,18199,12737,14164,17038
DHA2_6084,648,788,735,813,971,781,667,1040,639,1080,1127,776,1054,982,1086,1196
DHA2_6132,2589,2832,2066,1958,1614,1620,1180,1806,2363,2636,2475,2342,2302,1879,2951,2253
DHA2_6133,28532,26215,26866,16177,28220,24613,21770,18300,23251,26120,31228,20436,26678,28839,24939,28052
DHA2_6135,39644,29725,32473,20698,30173,21573,30495,22276,33495,28088,37485,27526,37072,30747,33170,34172
DHA2_6148,23519,23114,15796,16449,16218,19344,15056,18191,17314,26572,21663,16498,21579,19074,19959,26015
DHA2_6170,7039,15544,8224,9257,17832,22003,8072,14484,5909,23831,7983,5687,6823,13362,12481,9719
DHA2_6171,54505,71487,48564,33472,56292,61692,47177,46847,49648,70101,58099,37893,50464,55333,61227,57942
DHA2_6176,4013,2005,2502,1998,2218,1610,1916,1343,4100,2240,5113,4094,3952,2271,2821,3032
DHA2_6177,3064,2146,1852,1467,1926,1498,1821,1497,2506,2593,3268,2297,2667,3011,2704,2935
DHA2_6179,890,1084,751,682,836,735,610,734,868,1183,996,711,841,1062,970,1122
DHA2_6184,17101,15261,22578,18554,23543,23576,19995,16101,17305,15973,20855,13673,17636,20221,18889,20294
DHA2_6185,11953,8634,8496,4579,3378,3603,8214,5898,8576,5878,11777,8196,12296,7487,8547,11133
DHA2_6211,6438,10777,4970,4685,6249,6617,5439,6307,4934,9949,7757,5706,7199,6989,8010,8353
DHA2_6226,98883,66133,77176,53242,60884,38261,80777,49556,99445,72403,117169,85038,102876,80593,84992,102704
DHA2_6227,180,401,217,356,362,424,222,310,182,589,190,163,134,305,466,276
DHA2_6242,22211,16312,13258,8502,10521,9207,17564,10930,16758,16100,16548,11853,16429,16752,17385,18980
DHA2_6245,2392,2535,2612,2299,1934,1722,1927,1889,3690,3069,2821,2353,2491,1907,2831,2652
DHA2_6248,2354,4542,2469,2702,4833,5023,3754,4649,2747,5417,2998,2375,2167,4449,4583,3283
DHA2_6259,1279,1166,1234,774,1048,530,1672,1100,1313,938,1972,1474,1799,1412,1623,1760
DHA2_6262,12303,15781,11717,12540,11772,14179,10259,13469,11801,18958,17508,11981,14260,16452,18370,18409
DHA2_6283,27031,25500,21640,20285,25227,25291,20042,24585,26025,37556,30914,24319,28663,23926,29754,31929
DHA2_6289,19704,22028,15322,24982,13684,13213,14452,17798,19229,20320,20010,12637,11330,37563,39166,22369
DHA2_6304,45762,35990,35225,31053,29334,31157,35913,34877,38369,41580,42819,34457,39922,30743,35791,37470
DHA2_6336,5890,6223,5330,4921,7107,4870,5831,5363,6205,6152,6635,5432,5756,6143,6859,6632
DHA2_6340,1715,1801,1782,1370,2010,1096,2264,2083,1619,1673,1854,1280,1485,1683,1840,1773
DHA2_6344,7881,8453,6880,6746,6668,7655,7161,7213,5776,8031,7116,5043,6193,7565,7579,7514
DHA2_6367,4616,6225,4165,4235,6954,9228,5664,6867,3689,6812,3966,2647,3605,4669,5493,4918
DHA2_6377,13044,22635,14589,15024,20576,24024,13314,24812,12485,28169,17752,12938,16006,19462,23539,20601
DHA2_6404,13631,11407,8751,7343,7026,7463,8790,7562,11895,12848,16885,11888,14251,10473,11113,14047
DHA2_6407,1726,1637,1181,1042,940,984,1063,1261,1596,1983,1343,1616,1285,892,1480,1371
DHA2_6408,3682,3525,2912,2422,3352,3262,3751,3338,3300,4129,3498,2974,3153,3723,3817,3455
DHA2_6422,14607,17757,12012,13786,13472,15869,9594,17159,13000,21822,19448,13325,16178,15911,20065,19843
DHA2_6427,5104,5782,4564,3560,4937,3845,5970,6510,5686,8408,8706,6912,6925,7020,8154,6506
DHA2_6430,143088,134350,121254,92495,168366,179282,151672,135481,138017,147937,168852,119322,133690,143322,144327,134506
DHA2_6436,8915,8926,7784,6310,11180,10874,8407,6959,6648,8120,6187,4566,5814,5536,6010,6934
DHA2_6439,3048,2269,1887,1519,1808,1312,2591,1703,2023,1608,2829,2102,2365,2334,2522,2528
DHA2_6441,2828,2710,3061,2762,2655,1522,2382,2240,2362,2604,2633,2307,2513,2119,2908,2666
DHA2_6447,3277,4205,2530,2377,4992,5399,3632,4177,2795,4436,2863,2196,2102,3673,3438,2876
DHA2_6448,4587,5401,4772,3924,7401,5682,5115,5178,3988,5177,5386,4156,4552,6243,6204,6085
DHA2_6451,10819,11755,8486,6288,8542,10412,9504,9465,9917,11885,13045,9447,10455,12090,12357,12211
DHA2_6455,10009,7312,6231,4500,7546,6748,5992,6598,8708,8738,9511,7699,8712,6006,7780,8574
DHA2_6483,2852,3393,1977,1898,2446,2207,2374,3019,2716,3577,2117,1593,1832,2410,2288,2376
DHA2_6524,2220,1530,2068,1326,1928,1047,1897,1137,1775,1338,2787,2076,2477,1903,2176,2265
DHA2_6544,4826,6126,5007,5165,8189,6877,5321,6066,4385,5732,4824,3655,4200,5016,5838,5157
DHA2_6559,714,760,545,481,536,548,667,650,666,717,778,610,751,694,785,731
DHA2_6563,12260,12244,11905,10895,13299,12103,15476,13582,15368,16059,18645,13289,12829,18826,20172,16183
DHA2_6564,9073,6679,6766,5719,7483,6357,7805,6308,8468,6855,11436,8821,10243,8487,9261,10346
DHA2_6584,4823,7985,6999,7303,8697,10655,4947,7703,4905,10449,4283,3220,3822,4455,5108,4810
DHA2_6590,2076,2804,1664,1720,1573,1670,2077,2080,1593,2123,1940,1308,1904,2503,2489,2638
DHA2_6617,7813,5340,6068,4965,6340,3901,7362,5360,6474,5575,9187,6433,8137,5690,5825,7428
DHA2_6633,13052,12892,11526,10078,10552,11691,9863,9826,11774,17023,19418,13526,16930,16180,16732,19151
DHA2_6647,909,837,975,591,946,656,1009,782,922,894,987,743,690,990,981,805
DHA2_6650,3686,3264,3393,2899,3173,2079,2983,3191,4658,4519,5481,4132,4591,3123,4575,4317
DHA2_6664,31841,18394,29691,18510,25897,15265,31375,17621,25030,19834,53831,32638,35732,30096,30620,24981
DHA2_6687,269505,230932,272118,197000,412204,382687,274112,227134,257764,325357,264337,185089,198064,285012,251902,215887
DHA2_6700,6368,6670,6296,5380,9106,7722,5821,6174,6387,8015,13263,9314,10383,11069,11113,12016
DHA2_6724,9894,7098,9591,6582,10852,7756,10062,6509,8417,8943,11003,7827,8885,11817,10299,10104
DHA2_6725,13495,8210,9583,8245,9332,7406,9149,7963,12777,10025,17000,12578,14335,10652,11280,12588
DHA2_6731,3720,3917,3108,3339,4871,3984,1914,3062,2793,3868,4777,3722,3827,3524,4510,4155
DHA2_6733,5502,6553,5069,5064,6533,5246,3950,4941,4583,7105,7002,5293,5994,6999,7928,7701
DHA2_6735,10514,18228,10407,12046,18263,20158,6929,11494,6618,11948,11620,8409,9276,12252,13760,12826
DHA2_6736,4415,5760,4204,3906,6076,5425,4035,4100,4199,5200,3657,3443,3201,4812,5438,4666
DHA2_6744,7503,5048,5208,3597,4666,3506,5219,3259,7306,4743,9792,6389,7364,6145,6221,7051
DHA2_6752,18262,8905,10777,5400,7957,5826,13770,5471,13444,7041,12440,10009,11683,8750,8751,9748
DHA2_678,1609,890,1042,822,641,847,958,837,1560,1040,2667,1651,1898,1195,1242,1337
DHA2_6812,3092,3131,2408,1865,2939,2846,2948,2496,2842,3946,3312,2476,2545,2998,3296,3027
DHA2_6835,6376,6560,4729,4244,4702,5717,5121,5197,4571,6356,5563,4115,6166,6688,6840,6736
DHA2_6887,2878,2220,2433,2169,2170,1844,1629,1704,2640,1979,3284,2202,2328,1914,2146,2133
DHA2_6897,2942,1957,2384,1818,1672,1138,2040,1684,3277,2344,3841,2708,3248,2152,2495,2943
DHA2_6929,1313,1725,1380,1181,1367,1009,1247,1214,1067,1496,959,889,978,1039,1272,1072
DHA2_6933,9824,12038,8332,9635,10182,9429,6071,8507,8136,13403,12424,8563,10473,11561,13398,12985
DHA2_6939,19464,16015,13144,11035,11859,12421,10603,9384,18309,17507,25079,18544,21888,17482,19231,22318
DHA2_6980,5855,8373,5455,5113,7015,7052,5263,6400,5700,9464,7005,5209,5711,7712,8299,7757
DHA2_7007,6141,6981,5978,4370,5099,3358,5535,3688,4229,4637,4449,3424,3274,5021,5574,3781
DHA2_7009,6705,5181,3988,3142,3032,2160,3878,2511,3859,3253,4459,3484,3455,3477,3826,3654
DHA2_7018,13448,29329,14669,16961,19684,31028,15304,26438,12047,33081,14702,11452,12775,22187,23562,19489
DHA2_7021,6868,6698,7341,7279,6544,9512,5444,7131,6259,9284,9058,6736,8018,10878,10717,9037
DHA2_7030,5959,5770,6268,4515,5854,7232,6571,5808,2751,3465,7119,4684,4735,6798,5281,5352
DHA2_7035,12664,15979,10753,10002,8987,12551,9989,11452,11110,17041,14096,10451,13371,12814,16028,15595
DHA2_7046,6280,12289,6527,5892,16652,17360,6802,8996,6343,17968,6253,4617,4709,9943,10176,7177
DHA2_7081,5155,7466,5446,5110,8946,10873,4696,7148,4572,10759,6813,4599,5729,7542,7841,6999
DHA2_7082,14937,17282,17877,9077,24058,17713,21540,17205,14972,16738,17336,11469,13827,18539,18291,15493
DHA2_7103,5549,12076,6145,7695,9263,10882,6771,10571,5428,8380,5079,4482,4580,6550,8500,6242
DHA2_7110,32060,39728,29772,23211,44040,30411,41985,40210,29891,41716,29723,23300,26640,34784,42515,31568
DHA2_7126,6447,3924,4201,2910,2987,2933,4676,3426,5544,4520,8130,5982,6528,4866,4884,5558
DHA2_7139,2421,3548,2952,2639,3495,3777,2316,2654,1851,3079,1630,1235,1278,1934,1954,1632
DHA2_7190,383,514,266,260,366,382,211,331,293,495,307,269,226,311,370,296
DHA2_7192,7938,4369,6007,4271,2944,1560,3390,2561,8135,4491,9276,7332,7632,3837,5208,5309
DHA2_7195,87903,32637,47674,33986,25511,22161,42695,19987,70392,38417,97862,56405,56987,26780,33731,31745
DHA2_7203,2310,1747,2419,1560,1700,1009,2444,1541,2348,1760,3372,2542,2734,2611,2733,2671
DHA2_7207,28053,21313,20711,18912,18544,17744,21597,20289,27477,25515,45005,29990,35319,27611,29933,34040
DHA2_7231,2603,3164,3048,2675,3259,3632,2314,2429,2739,4293,3554,2520,2683,3624,3374,3282
DHA2_7242,16632,17704,21773,18979,25761,22988,23462,20107,17066,19528,28677,19655,22189,27700,25808,27594
DHA2_7244,40991,43622,38945,36379,57732,64512,41011,45362,34300,53284,49580,36163,44598,54425,54738,51036
DHA2_7259,8220,8078,5980,5154,8381,7355,7467,7020,6821,5919,7500,5529,6036,6637,6749,7403
DHA2_7260,35027,32587,18032,20084,16247,17466,20946,20127,22300,26082,26045,18021,24488,31937,31098,34335
DHA2_7261,14351,20274,14678,16108,18965,17812,18935,22570,14471,20368,20750,15093,17235,20738,26021,23348
